Year,Country,Country Code,"Life expectancy at birth, total (years)",Electric power consumption (kWh per capita),Gross capital formation (% of GDP),Exports of goods and services (% of GDP),Poverty headcount ratio at national poverty lines (% of population),"Primary completion rate, total (% of relevant age group)","School enrollment, preprimary (% gross)",Income share held by lowest 20%,GDP growth (annual %),Imports of goods and services (% of GDP),High-technology exports (% of manufactured exports),Domestic credit provided by financial sector (% of GDP),"Foreign direct investment, net inflows (% of GDP)",Mobile cellular subscriptions (per 100 people),Energy use (kg of oil equivalent per capita)
2019,Slovak Republic,SVK,77.66585366,5213.464177,24.06191052,91.84408651,11.4,91.51930237,100.0391922,9.5,2.2758991,91.87852212,9.912388827,..,2.153945486,135.756,3128.363379
2019,Slovenia,SVN,81.52926829,7145.713075,20.83452407,84.35705835,12.4,97.25195313,93.00836182,10.1,3.505253324,75.68721734,7.353924504,..,3.990986121,120.569,3267.296719
2019,Solomon Islands,SLB,69.981,..,22.69533021,36.49690192,..,79.99522487,93.26647949,..,1.748566555,46.5014357,..,25.62017679,2.024950815,65.662,..
2019,"Somalia, Fed. Rep.",SOM,57.249,..,16.07953816,13.06755481,..,..,0.899085462,..,2.824313365,57.24305355,..,..,5.164630417,51.3194,..
2019,South Africa,ZAF,66.071,3768.651967,15.82079338,27.20212941,..,93.01211316,17.84147072,..,0.259935577,26.695867,4.895522634,145.392455,1.314077523,162.739,2231.910747
2019,South Sudan,SSD,58.129,51.32690113,..,..,..,..,..,..,..,..,..,..,..,21.3171,75.7046918
2019,Sri Lanka,LKA,76.698,679.2643214,34.10871606,21.82353092,14.3,94.5038795,70.53970337,7.4,-0.220483887,27.60199296,1.102104182,..,0.835367459,126.514,523.4233935
2019,St. Kitts and Nevis,KNA,71.54,..,..,..,..,110.1620029,..,..,2.938246581,..,..,..,5.637849232,138.916,..
2019,St. Lucia,LCA,72.249,..,..,..,..,92.3234024,72.32901001,..,-0.700322396,..,10.52770137,..,3.603703342,83.1865,..
2019,St. Martin (French part),MAF,80.078,..,..,..,..,..,..,..,6.500003637,..,..,..,..,..,..
2019,St. Vincent and the Grenadines,VCT,70.994,..,..,..,..,..,117.9001236,..,0.668428481,..,9.926175847,..,7.560656389,92.5178,..
2019,Sudan,SDN,65.803,282.7116564,14.30500784,8.452983418,..,60.12343979,..,..,-2.178251045,17.66663704,..,..,2.552269688,72.4819,435.3975955
2019,Suriname,SUR,71.773,2936.767872,..,..,..,82.94096342,94.1855011,..,1.167589772,..,12.52180718,..,2.095605417,134.349,1730.837081
2019,Sweden,SWE,83.1097561,12811.50381,24.45955979,48.24121382,16.1,98.95915985,99.58274841,8.1,2.549647872,44.27986966,14.50578357,..,2.984475169,125.457,4781.875683
2019,Syrian Arab Republic,SYR,70.97,847.9117189,..,13.01006646,..,..,..,..,1.220705221,28.98940466,..,..,..,87.1297,553.8349892
2019,Tajikistan,TJK,70.962,1640.509525,35.38866234,14.97993927,26.3,..,..,..,7.400000163,41.06507664,4.528856478,15.4627893,2.563721353,115.373,370.7788757
2019,Tanzania,TZA,66.007,114.9643013,39.72640573,16.03674615,..,64.7094759,40.85691071,..,5.8,16.9818431,1.284425289,..,1.99459354,80.5836,414.545617
2019,Thailand,THA,77.197,2774.017061,23.81475257,59.51889062,6.2,99.0766392,78.60482788,7.7,2.114557796,50.17062409,24.14561463,169.0501997,1.017348776,181.222,1989.812342
2019,Timor-Leste,TLS,66.496,..,26.77678265,21.21431785,..,101.9731674,25.09407997,..,23.41201358,49.39992658,..,..,-7.794473544,109.555,..
2019,Togo,TGO,61.055,167.0788891,18.60144981,23.81245271,..,84.32486823,24.9799099,..,4.922925917,32.32994069,0.053547031,..,4.943691878,73.7225,414.0300943
2019,Tonga,TON,72.292,..,27.42400316,22.76566941,..,..,49.38024902,..,-0.208433391,67.5491037,..,..,-1.236018484,58.7722,..
2019,Trinidad and Tobago,TTO,72.836,6425.290601,20.77847767,..,..,..,85.03746033,..,0.471813384,..,0.332515325,..,0.779940947,145.716,12540.30044
2019,Tunisia,TUN,75.599,1533.800064,19.80250355,45.95049333,..,..,..,..,1.587846655,56.38155214,6.885857351,79.50380449,1.9448765,124.387,950.6142637
2019,Turkmenistan,TKM,69.405,2577.181705,..,24.73360073,..,..,..,..,6.300000042,19.55215867,..,..,4.097977106,88.2099,3465.565237
2019,Turks and Caicos Islands,TCA,77.691,..,..,..,..,..,87.61329651,..,4.981705494,..,..,..,1.96536836,..,..
2019,Tuvalu,TUV,66.109,..,..,..,..,90.14084507,82.9447937,..,13.82209844,..,..,..,0.55218466,85.0581,..
2019,Uganda,UGA,66.354,80.74486768,25.52946078,17.10905802,20.3,..,..,6.1,6.438745033,22.25199595,3.124123016,24.29417811,3.685692181,59.0598,455.4213139
2019,Ukraine,UKR,73.92,2973.077348,14.89035748,41.23169126,23.1,89.05340008,87.50475311,9.7,3.199503864,49.27954304,5.480148727,48.61021174,3.766496761,130.629,1987.624733
2019,United Arab Emirates,ARE,82.596,13914.14266,24.06927804,96.85959993,..,99.73459157,99.02423859,..,1.108348135,73.20851889,2.998655779,96.19975913,4.276339601,209.033,8816.509436
2019,Uruguay,URY,77.503,3464.317442,14.12085039,27.90536958,..,..,95.90068817,5.8,0.928351141,21.83946453,8.298025072,52.68431412,2.357033412,133.237,1540.782512
2019,Uzbekistan,UZB,72.093,1824.406052,39.15653627,25.3501333,..,96.69366027,32.96261978,..,6.779923997,39.61378947,0.724935108,6.619839021,3.442350524,101.26,1285.184441
2019,Vanuatu,VUT,70.783,..,24.43741275,50.34527687,15.9,104.5840393,105.7692337,7.6,3.241187655,49.03769195,..,..,5.643187386,90.8331,..
2019,"Venezuela, RB",VEN,72.766,1998.852862,..,..,..,..,..,..,..,..,..,..,..,63.8474,1396.907839
2019,Viet Nam,VNM,74.211,2290.268107,31.97996066,85.15758741,5.7,..,95.88878632,..,7.359262701,79.54662762,40.43343003,..,4.821074861,140.193,987.2714724
2019,Virgin Islands (U.S.),VIR,79.66829268,..,..,54.96238777,..,..,..,..,2.908335497,100.4610531,..,..,..,89.5125,..
2019,West Bank and Gaza,PSE,75.811,..,26.80129571,15.52105524,..,95.10316992,54.39619064,..,1.362687466,53.47243704,0.903315434,..,0.769720047,86.7372,..
2019,"Yemen, Rep.",YEM,66.567,69.17979478,..,..,..,..,..,..,..,..,..,..,..,43.399,92.67747097
2019,Zambia,ZMB,62.914,695.4797436,39.26190865,34.6361926,..,..,..,..,1.441306026,34.15501233,2.199605929,34.43158929,2.350919043,93.0148,741.6168948
2019,Zimbabwe,ZWE,61.06,520.7784921,13.79940198,27.55417009,38.3,86.83376297,71.71218872,4.8,-6.332449751,28.24181428,4.949714462,..,0.970226031,86.4094,412.1654195
2019,Africa Eastern and Southern,AFE,63.85726128,548.4966021,21.51372935,23.92608024,..,69.65759277,29.22009087,..,2.200340433,26.74097488,6.831249294,..,1.495315961,67.9,587.6480365
2019,Africa Western and Central,AFW,57.14984676,188.3616905,..,..,..,66.34792328,23.79231071,..,3.282162998,..,5.415778967,..,1.512229988,91.3,341.6661325
2019,Arab World,ARB,71.83989327,2641.217113,26.38516152,42.3849285,..,78.68267822,27.77190971,..,1.726916137,37.307285,2.000646608,..,1.22669094,96.73265198,1794.801054
2019,Caribbean small states,CSS,72.12926048,..,..,..,..,90.69576263,79.90283966,..,0.919134168,..,0.791096808,..,7.044068419,106.4369576,..
2019,Central Europe and the Baltics,CEB,77.26591419,4502.491227,23.23216574,61.72154404,..,93.9134903,92.96520233,..,4.026711247,59.26936531,13.15245231,..,9.115408659,120.7887947,2699.506608
2019,Early-demographic dividend,EAR,70.84240646,1298.36472,26.59305002,24.71497631,..,90.28627777,56.93508911,..,2.387191247,26.24441479,11.01202143,..,1.849742278,95.99776739,899.4585491
2019,East Asia & Pacific,EAS,76.58626193,4446.127285,35.17618863,27.61268444,..,97.29077911,83.17433167,..,4.043729245,26.03047509,33.96874737,..,1.952265551,128.1,2164.402549
2019,East Asia & Pacific (excluding high income),EAP,75.76896903,3905.521337,40.46782393,22.0569161,..,97.28096771,82.73789215,..,5.885793589,21.10619858,31.70397509,..,1.492036768,126.8543876,1936.420064
2019,East Asia & Pacific (IDA & IBRD countries),TEA,75.80428772,3944.894363,40.46786918,22.05560245,..,97.28327942,82.82148743,..,5.885713247,21.09327576,31.70397509,..,1.492275028,127.8,1951.151594
2019,Euro area,EMU,82.28042116,6342.088187,22.33617816,47.30788984,..,97.20105743,101.0241928,..,1.627560572,43.81052191,16.82668119,..,3.184449411,122.0457444,3223.633981
2019,Europe & Central Asia,ECS,78.3042684,5451.231559,22.40433919,44.45871312,..,97.2024231,76.71679688,..,1.85681538,41.35329713,16.22206894,..,2.931677993,125,3081.539967
2019,Europe & Central Asia (excluding high income),ECA,74.82118659,3046.842107,24.94291778,36.7350833,..,96.14978027,59.86875153,..,2.306489344,36.97248296,6.998797178,62.43352941,2.388496339,111.7472653,1880.293206
2019,Europe & Central Asia (IDA & IBRD countries),TEC,74.59396745,4408.943578,23.25736233,36.51586263,..,96.86901855,62.82624817,..,2.698036798,33.18295467,9.941046094,67.0651299,2.402823313,129,2966.987241
2019,European Union,EUU,81.31945249,6112.82189,22.48780361,48.50939679,..,96.5203476,99.80821991,..,1.877158567,45.03057042,16.32697509,..,3.683705371,121.7995627,3149.897465
2019,Fragile and conflict affected situations,FCS,62.13795455,486.6563151,..,..,..,68.6295166,21.58625984,..,2.313661241,26.15436075,..,..,1.402153435,74,542.9383452
2019,Heavily indebted poor countries (HIPC),HPC,63.08980042,207.6776352,25.85751968,22.82426436,..,66.96166992,25.33774948,..,4.467945975,31.16495903,4.248623033,..,3.002520357,68.0968402,388.9023917
2019,High income,HIC,80.1994382,8760.510372,22.82461981,30.94990004,..,98.25087738,83.56311035,..,1.913669413,29.86782655,19.89815959,..,2.398124578,126.1,4650.503677
2019,IBRD only,IBD,74.03159317,2843.240317,32.82097783,24.19589354,..,95.35482788,70.63960266,..,4.038930981,23.60761049,21.61541647,..,1.840239233,111,1605.596977
2019,IDA & IBRD total,IBT,71.39427439,2227.623574,32.58918342,23.79340777,..,86.71717072,58.26195145,..,4.036007543,23.77354703,20.96111189,..,1.838428575,102.9,1308.863749
2019,IDA blend,IDB,61.32599738,394.1301937,..,..,..,70.15045166,58.07902145,..,3.020933527,19.43314668,4.211800651,..,0.812118043,83.2,451.0067724
2019,IDA only,IDX,65.58286911,307.2593579,30.25559969,21.39492809,..,72.24201965,26.48090935,..,4.967246492,31.25507025,2.865938742,..,2.703220521,78.9,367.3391995
2019,IDA total,IDA,64.08854,340.2875608,28.52856428,19.77730407,..,71.51624298,34.47634888,..,4.000133396,25.88873465,3.365399864,..,1.815437212,80.4,399.1495251
2019,Late-demographic dividend,LTE,76.99826684,4524.048429,35.50647913,27.79911568,..,95.73435974,86.08657837,..,4.745541394,25.72041605,23.33145033,..,2.468678918,125.4048984,2362.796769
2019,Latin America & Caribbean,LCN,75.20425987,2221.393415,18.75772809,24.31643141,..,95.29489899,76.43682098,..,0.682798838,24.8804448,13.78464132,..,3.105354289,103.3,1313.005003
2019,Latin America & Caribbean (excluding high income),LAC,75.05135246,2147.452493,18.26631231,22.90489846,..,95.40348816,76.68399811,..,0.600027444,23.93293298,14.67644085,..,2.873634799,102.9352036,1255.038037
2019,Latin America & the Caribbean (IDA & IBRD countries),TLA,75.13197115,2232.907368,18.95668999,23.81331702,..,95.40611267,76.22145844,..,0.678258288,24.56045702,13.81303913,..,3.087698152,104.1,1319.869739
2019,Least developed countries: UN classification,LDC,64.97245344,251.2690306,30.0968591,20.37488159,..,70.91629028,25.57386971,..,5.101977814,28.48787619,8.691820389,..,1.777944161,73.81096569,355.6634891
2019,Low & middle income,LMY,71.36985561,2121.890915,33.583705,22.63589668,..,86.65791321,57.95608139,..,4.136591408,23.06953958,22.66579768,..,1.730193862,101.5853155,1215.412764
2019,Low income,LIC,62.79744652,218.5480598,22.21912477,20.36244239,..,64.2559433,19.82592964,..,3.455661893,35.06294968,5.629596715,..,3.891773125,52.3,353.3890296
2019,Lower middle income,LMC,68.55742563,839.3381231,28.75159244,24.11144473,..,86.7855072,58.66727829,..,4.070698133,27.77413566,19.22399602,..,1.76162588,92.4,591.0239757
2019,"Middle East, North Africa, Afghanistan & Pakistan",MEA,71.2438695,2221.762011,26.26737827,37.30966357,..,75.37094116,33.37709045,..,1.486010942,34.50578237,4.181304147,..,2.267960568,107.8,1614.557074
2019,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,70.41748459,1281.209209,25.9778735,23.23335466,..,..,30.84890938,..,1.219077449,29.88571057,2.454872086,..,0.970596761,103.1720353,1059.616677
2019,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,70.38009178,1281.209209,25.96947077,23.30670837,..,..,30.45108032,..,1.217942833,29.66159996,2.469561124,..,0.972634457,101.8,1059.616677
2019,Middle income,MIC,72.18963241,2262.120441,33.67808462,22.67254236,..,90.43483734,66.04408264,..,4.145015186,22.93167343,22.78212105,..,1.709556545,107.0953052,1278.922699
2019,North America,NAC,79.13341344,12936.56186,21.77036607,13.34144875,..,100.2902298,70.14607239,..,2.530365863,15.92152952,17.94471635,245.9985743,1.566822565,103.9,6846.625571
2019,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,OECD members,OED,80.24507772,7744.515893,22.71491091,27.79608426,..,99.07673645,80.41416931,..,1.858012493,27.68951794,17.79769765,..,1.887220721,116.8591993,3940.681171
2019,Other small states,OSS,72.65701164,..,24.35398701,68.45017272,..,82.84725952,39.43558884,..,4.337806104,66.80456161,19.89474659,..,96.38800133,117.3706508,..
2019,Pacific island small states,PSS,68.64215783,..,23.56136146,42.38810806,..,95.77870941,67.90338135,..,1.153618841,58.89450263,..,107.2363556,4.383181023,81.07420619,..
2019,Post-demographic dividend,PST,80.97009334,8849.891511,22.39494844,28.61387516,..,98.2489624,85.82427216,..,1.836391128,28.32931395,21.39990507,..,2.149669689,120.3258403,4476.790249
2019,Pre-demographic dividend,PRE,60.5568009,231.9407016,..,23.0555088,..,67.42732239,23.45087051,..,3.341231436,22.86137183,..,..,0.688942156,75.74542896,421.0794242
2019,Small states,SST,72.00096073,..,23.9016129,69.53466513,..,84.98499298,46.50091934,..,3.195248759,64.80898286,18.2022771,..,68.04548599,111,..
2019,South Asia,SAS,70.99756231,922.0187529,30.57988644,18.13876918,..,95.93527222,63.00175095,..,4.094543065,21.43445289,9.858257678,..,1.639958539,83.9,621.2960243
2019,South Asia (IDA & IBRD),TSA,70.99756231,922.0187529,30.57988644,18.13876918,..,95.93527222,63.00175095,..,4.094543065,21.43445289,9.858257678,..,1.639958539,83.9,621.2960243
2019,Sub-Saharan Africa,SSF,61.12932184,407.5449463,23.02655323,22.85188604,..,68.28926849,27.43991089,..,2.696697023,23.714937,6.432683203,..,1.502993563,77.4,491.3742359
2019,Sub-Saharan Africa (excluding high income),SSA,60.60659129,447.5613976,21.84893661,23.55273068,..,68.28772736,27.4371891,..,2.418589163,23.78889217,6.380969367,..,1.426112334,78.60904234,504.720605
2019,Sub-Saharan Africa (IDA & IBRD countries),TSS,61.12932184,407.5449463,23.02655323,22.85188604,..,68.28926849,27.43991089,..,2.696697023,23.714937,6.432683203,..,1.502993563,77.4,491.3742359
2019,Upper middle income,UMC,76.02948077,3748.639525,34.86580725,22.42201361,..,95.51190186,77.30007935,..,4.164289727,21.67610876,23.69262696,..,1.695746621,121,1997.637408
2019,World,WLD,72.86891031,3298.169222,26.4922103,28.01415871,..,87.88680267,60.80398178,..,2.71004016,27.45968436,20.65561861,..,2.167270947,105.9,1828.367165
2020,Argentina,ARG,75.878,2827.427398,14.41515574,16.60541444,42,99.84277844,76.18665314,4.7,-9.900484814,13.59828437,6.903889256,45.77963882,1.266169243,121.181,1623.924508
2020,Australia,AUS,83.2,9933.585577,22.42772863,24.02673916,..,..,160.214386,7.3,-0.119590736,20.63771691,21.47578987,..,1.353256055,104.93,5159.036384
2020,Brazil,BRA,74.506,2624.843237,16.1158206,16.45355201,..,..,85.94197083,4.5,-3.276758796,15.84852653,11.35009427,..,2.592637953,98.6456,1379.246499
2020,China,CHN,78.019,5261.941039,42.57237351,18.20358217,0,..,90.48982239,7.2,2.340188431,15.83536862,31.27661542,..,1.687707563,120.497,2465.969546
2020,France,FRA,82.17560976,6685.615073,22.80441821,28.55722282,..,..,106.6583481,8,-7.440645899,30.2816679,23.22883572,..,0.731471704,110.387,3228.489157
2020,Germany,DEU,81.04146341,6367.105029,21.66673431,39.16918385,16,98.38349152,108.0317307,7.8,-4.095137517,33.82407338,15.50319599,..,4.486665711,128.425,3349.199314
2020,India,IND,70.156,901.3995792,28.92238401,18.68247693,..,98.14746857,61.08893585,..,-5.777724707,19.0756284,11.03256385,..,2.406203227,82.254,632.2398285
2020,Indonesia,IDN,68.817,1119.61556,32.34341205,17.33116828,9.8,102.1197077,..,7.6,-2.065511829,15.64100712,8.424746986,53.69435263,1.81058402,129.404,848.4367662
2020,Italy,ITA,82.19512195,4969.241414,17.89868683,28.72585519,20.1,98.72059631,92.65895081,6.3,-8.868221222,25.21362872,8.587243013,..,-0.893869914,129.49,2313.100062
2020,Japan,JPN,84.56,7687.258932,25.22401723,15.53318286,..,..,..,6.9,-4.168764571,15.80202577,18.63334879,393.3686343,1.238303864,154.432,3046.854807
2020,"Korea, Rep.",KOR,83.42682927,11104.66367,31.88458527,36.35959055,..,101.2015686,91.78191376,7.6,-0.709415359,32.67445454,35.60222654,..,0.533043338,135.973,5195.910111
2020,Mexico,MEX,70.449,2354.268353,20.23665935,39.23537209,43.9,102.5977173,70.59825134,5.3,-8.354034566,37.61918361,21.50742497,61.60280186,2.813491784,96.9237,1366.427226
2020,Netherlands,NLD,81.35853659,6643.579967,21.35197798,81.24152595,14.4,..,91.95324707,9.2,-3.867953338,70.99170446,23.16397609,..,-23.68601176,121.423,3975.378136
2020,Russian Federation,RUS,71.33878049,6770.332872,23.45582915,25.52218551,12.1,..,..,7.4,-2.653654501,20.44472269,9.193638978,86.1587078,0.634851184,163.101,5044.853669
2020,Saudi Arabia,SAU,77.596,11356.68763,23.3158218,23.80981153,..,96.98532432,21.79462051,..,-3.80476473,23.7233477,0.601079356,..,0.211115523,139.444,7170.886949
2020,Spain,ESP,82.23170732,5089.18774,20.62664827,30.48102485,21.7,96.00534058,101.8289032,6,-10.94007064,28.96510316,7.768421355,..,2.921659808,116.712,2303.513116
2020,Switzerland,CHE,83,7154.990173,29.57874984,64.09555716,14.7,94.27581787,102.8725662,7.5,-2.14173712,57.69042098,12.84508671,..,-32.54736113,127.376,2690.390233
2020,Turkiye,TUR,76.525,3318.847059,31.34061,29.12079018,14.4,100.5773315,39.74592972,5.3,1.85987304,32.22296559,3.152770113,100.2071339,1.044231303,95.3961,1762.010622
2020,United Kingdom,GBR,80.3317561,4511.027208,17.58114863,29.66979576,..,99.55037689,105.7628098,7.7,-10.29691886,29.11134184,23.0073605,..,5.82864206,117.305,2317.408539
2020,United States,USA,76.9804878,12393.43826,21.41881854,10.07365563,..,100.9236679,72.39568329,5.7,-2.163029139,13.00612224,19.49397616,280.6275033,0.641871902,103.855,6141.531258
2020,Afghanistan,AFG,61.454,..,11.5,10.42081714,..,..,..,..,-2.351100672,36.28907741,..,..,0.064993957,58.0461,..
2020,Albania,ALB,77.824,2354.600262,26.21835273,22.54076327,22,99.27192845,75.1401825,8.4,-3.313756369,36.97994862,0.285854496,68.72031086,7.018653013,91.1881,761.9572681
2020,Algeria,DZA,73.257,1591.977093,42.94935768,15.53520111,..,100.7056885,..,..,-4.999999999,24.85455545,..,..,0.693816015,103.437,1373.678321
2020,American Samoa,ASM,72.672,..,..,59.22330097,..,..,..,..,4.411764706,95.14563107,..,..,..,..,..
2020,Andorra,AND,79.418,..,..,..,..,62.63982103,..,..,-11.18393994,..,23.04060883,..,9.432289274,103.877,..
2020,Angola,AGO,63.116,437.6533506,26.4904005,38.31454074,..,..,..,..,-5.638214717,27.62748819,23.39462138,34.23272079,-3.848263987,43.7804,397.6331866
2020,Antigua and Barbuda,ATG,77.161,..,..,41.88596376,..,..,..,..,-18.86877652,52.40356612,0,..,6.827660268,200.335,..
2020,Armenia,ARM,73.37560976,2114.131352,19.66383294,29.76498692,27,94.36366289,46.55170822,10.2,-7.199999999,39.72382062,7.140636672,83.40406084,0.463408851,120.682,1233.304559
2020,Aruba,ABW,75.406,..,24.17878304,52.99260437,..,104.2664719,..,..,-26.21182021,71.14466286,6.756175387,..,6.48977645,131.285,..
2020,Austria,AUT,81.19268293,8025.467249,25.65307375,51.66308997,14.7,97.61239624,102.8571396,7.9,-6.318255092,48.28512414,12.27189577,..,-2.763320707,120.132,3546.504499
2020,Azerbaijan,AZE,70.312,2257.180906,23.66595433,35.62355587,..,98.53372968,44.68513107,..,-4.198960792,36.39431178,7.067279517,15.4000079,1.187903872,101.597,1536.830563
2020,"Bahamas, The",BHS,72.994,..,23.07105913,23.27369924,..,..,..,..,-20.08955543,30.14705882,3.044762603,..,4.193683416,117.717,..
2020,Bahrain,BHR,78.683,21437.24647,37.2956675,70.45443582,..,..,52.60303116,..,-5.911362952,65.00654919,8.973661056,..,2.849732281,119.412,10832.91852
2020,Bangladesh,BGD,71.421,509.945927,31.30794134,10.44278806,..,..,45.59895325,..,3.448017551,15.82865931,..,..,0.407859895,106.002,272.0765721
2020,Barbados,BRB,76.647,..,..,..,..,90.58209775,84.23703003,..,-15.05436295,..,20.30382213,..,5.071256425,104.722,..
2020,Belarus,BLR,72.13856098,3764.624808,27.45483593,61.01209718,4.8,97.56826293,99.10627747,10.3,-0.672742951,57.92207896,5.098125922,44.93836695,2.270102678,125.165,2673.865486
2020,Belgium,BEL,80.69512195,7420.568381,24.06856785,79.19687056,12.7,..,112.4309006,9.4,-4.792983908,77.75325072,15.26186158,..,-5.742352271,99.9101,4386.430508
2020,Belize,BLZ,71.58,..,18.57698803,37.71691509,..,104.8037259,46.58512115,..,-13.90291006,44.10504932,0.938240934,..,3.730220697,67.5517,..
2020,Benin,BEN,60.154,98.46850488,25.63384351,19.87247043,..,57.52838898,22.21567917,..,3.8487924,24.96076295,1.84364943,..,1.109344141,85.2391,426.1854787
2020,Bermuda,BMU,81.456,..,12.23790408,47.13465123,..,..,..,..,-6.827573035,22.05904901,5.482394182,..,6.918729484,105.62,..
2020,Bhutan,BTN,72.253,..,39.07057234,28.06563551,..,82.71399193,32.69646072,..,-10.21839742,43.76471553,..,75.32075059,-0.113401529,96.7703,..
2020,Bolivia,BOL,62.906,769.7841769,15.77812951,20.27258979,39,92.11217931,78.47132874,4.7,-8.737884358,25.23067283,4.325217851,..,-3.083516483,99.8988,657.7454692
2020,Bosnia and Herzegovina,BIH,76.04,3513.723465,23.10653362,34.18149214,..,96.03959656,27.27596092,..,-3.015095148,47.92977312,4.614452474,61.84125183,2.389390484,106.375,2152.730189
2020,Botswana,BWA,67.643,1504.293937,32.72725983,31.29036628,..,..,..,..,-8.728882411,46.37305156,0.405712803,45.52625907,0.212513875,161.859,1119.82959
2020,British Virgin Islands,VGB,76.894,..,..,..,..,63.43154246,128.4629974,..,..,..,..,..,..,94.6896,..
2020,Brunei Darussalam,BRN,75.114,11837.17624,40.58783024,57.35611137,..,104.6559982,63.47784424,..,1.133573406,52.9348922,1.338957049,66.09479946,4.710575649,119.934,9175.892572
2020,Bulgaria,BGR,73.35609756,5304.932484,20.13370429,56.42407172,22.1,97.70036316,84.28547668,6.1,-3.215737434,53.90000941,11.30327258,..,4.692600117,114.597,2664.55153
2020,Burkina Faso,BFA,60.454,130.3617679,17.16151743,31.77686569,..,61.8698151,6.372869968,..,2.010772624,28.96291295,3.4012348,..,-0.557279534,102.973,263.882988
2020,Burundi,BDI,62.569,..,11.44598692,4.54932,51,47.60949321,16.49230003,7.1,0.327156893,22.22401,0.120495502,..,0.801085827,52.5571,..
2020,Cabo Verde,CPV,73.818,..,28.96192366,25.29337077,..,93.48623853,..,..,-20.8052759,53.10008382,0.760204523,91.04465401,3.712184915,105.839,..
2020,Cambodia,KHM,70.059,705.9291713,31.35122754,59.92179794,..,89.35996246,27.32925034,..,-3.555721934,62.18359841,2.283074842,..,10.41023981,126.076,516.1167177
2020,Cameroon,CMR,61.674,259.7426579,17.66054398,15.23573698,..,..,..,..,0.259932916,18.50309438,3.083822424,..,1.655956147,85.2722,386.8838423
2020,Canada,CAN,81.53512195,14763.742,22.67471761,29.47364723,..,..,48.92004013,8.6,-5.038233435,31.68312373,13.95777472,..,1.758970857,84.7748,7495.079323
2020,Cayman Islands,CYM,79.23,..,..,59.63359839,..,..,..,..,-4.954806408,45.83919108,69.59947433,..,123.3140007,145.594,..
2020,Central African Republic,CAF,50.596,..,26,15.17248,..,..,..,..,0.899999997,34.34854,0.670838356,..,0.074669893,36.426,..
2020,Chad,TCD,53.082,13.93349624,22.78744555,21.28684643,..,..,..,..,-0.408894363,19.35597063,..,..,3.734656908,50.4343,193.0326805
2020,Channel Islands,CHI,80.9,..,..,..,..,..,..,..,-8.896779266,..,..,..,..,..,..
2020,Chile,CHL,79.349,4166.721733,21.0582071,31.33039024,10.7,97.96858215,84.51107788,4.9,-6.143474792,26.85247332,15.97505834,147.2749572,4.506101397,129.414,1946.167606
2020,Colombia,COL,74.757,1470.274628,19.12814694,13.52227556,43.1,99.62760162,85.92832184,3.1,-7.185914138,20.53329541,9.913551572,..,2.75889429,133.661,810.0522986
2020,Comoros,COM,65.756,..,11.80176253,5.671752108,44.8,..,..,..,4.005317935,28.05818251,0.574929086,..,0.316385475,97.4339,..
2020,"Congo, Dem. Rep.",COD,60.428,130.5344334,24.60228095,28.60495153,56.2,76.83756256,6.863510132,5.5,1.735422767,29.8868058,0.506820617,..,3.075078475,42.5028,372.0663772
2020,"Congo, Rep.",COG,64.391,369.5597493,23.73156703,40.71904328,..,..,..,..,-6.26777228,28.58758144,4.549873278,..,-17.2921171,97.6561,586.7361097
2020,Costa Rica,CRI,79.725,2022.318804,16.16305467,31.90649766,30,98.62167358,97.16786957,4,-4.273354322,28.23338859,15.68196103,90.08952849,3.370435233,149.223,948.9796592
2020,Cote d'Ivoire,CIV,60.14,290.0179762,21.74289341,20.99346848,..,70.98140145,10.61968994,..,0.699728593,20.94916333,5.112940249,..,1.131112457,138.664,375.3171839
2020,Croatia,HRV,77.52439024,4164.062903,23.54768233,41.27703158,19.2,100.5280304,70.91372681,7.9,-8.311642579,48.25642222,9.680041033,..,2.5391044,110.666,2104.845306
2020,Cuba,CUB,77.407,1398.398798,9.875288537,8.168004635,..,95.28891791,97.22424316,..,-10.9490846,7.514545634,9.828898804,..,..,59.6059,854.3748898
2020,Curacao,CUW,76.501,4821.003311,..,..,..,..,94.01708984,..,-18.43847035,..,..,..,6.145348247,91.883,5097.789985
2020,Cyprus,CYP,81.23,3540.035032,20.65146044,79.64725272,13.8,100.3684998,86.66124725,8.5,-3.220630186,81.02146374,12.24482773,..,-296.0131992,138.388,1638.571911
2020,Czechia,CZE,78.22682927,6286.679072,24.73020518,67.76097323,8.6,96.69519806,113.5302734,9.8,-5.304879555,61.01945707,22.58251526,..,3.391140662,123.219,3764.471612
2020,Denmark,DNK,81.60243902,5693.997535,22.76265326,55.03689732,12.3,99.70002747,103.1955109,9.4,-1.780106018,49.39653535,13.23439255,..,0.363874539,124.37,2637.043006
2020,Djibouti,DJI,64.2,..,-0.248727785,117.134854,..,..,10.48980045,..,1.202115173,108.6100173,..,..,5.032543157,39.2725,..
2020,Dominica,DMA,71.269,..,..,..,..,..,76.02739716,..,-15.70640245,..,1.694410125,..,4.31749235,110.409,..
